52-7;4;3;6;7;6;6;9;4;4;3;6;7;4;10;6;9;2;8;6;11;2;6;6;11
53-11;9;6;7;10;3;3;6;6;8;4;10;10;8;7;3;6;9;10;10;5;5;8;8;10
54-3;5;5;8;4;6;7;8;7;4;2;9;2;9;12;3;6;4;7;11;9;11;3;9;5
55-6;6;9;10;3;7;6;7;4;8;9;6;8;6;7;6;10;9;8;3;8;6;9;11;5
56-9;3;6;6;4;8;6;3;7;5;2;4;9;11;5;7;7;10;7;4;4;9;9;8;5
57-7;9;3;4;5;6;4;9;5;7;4;6;8;2;6;7;6;7;10;10;6;8;9;7;5
58-5;7;6;6;10;7;6;8;8;8;8;9;7;6;7;9;4;8;9;8;3;5;8;10;9
59-7;6;2;7;7;7;11;5;5;10;7;5;4;6;3;7;3;8;5;8;10;8;7;12;4
60-10;8;5;2;7;9;10;6;8;4;4;7;6;7;7;2;4;10;9;7;8;8;9;11;4
61-11;8;4;5;9;5;8;7;8;6;6;7;2;10;7;6;4;6;10;11;7;5;7;9;10
62-4;6;8;7;6;4;3;9;10;3;7;4;9;5;2;7;8;10;5;3;6;7;6;6;5
63-9;6;9;10;7;5;3;6;8;4;10;5;9;9;7;6;7;9;6;7;5;5;6;5;4
64-5;9;6;6;9;2;6;9;10;6;8;8;4;9;10;6;8;7;6;7;11;8;8;10;10
65-12;9;7;7;7;9;9;10;3;4;8;9;10;3;5;5;11;5;5;7;12;7;5;4;8
66-7;6;8;11;3;3;3;4;7;9;9;2;5;4;8;5;7;7;8;4;6;10;6;6;8
67-5;6;10;5;7;7;4;11;2;11;8;8;8;5;4;5;9;9;6;9;2;5;9;8;9
68-7;5;9;10;2;8;6;12;9;7;6;8;10;8;11;2;4;7;7;9;10;7;8;10;7
69-7;11;7;3;10;6;8;7;11;9;6;8;4;5;4;9;11;8;2;3;5;4;5;6;11
70-9;10;9;3;8;3;4;12;10;9;6;5;5;5;2;4;9;8;6;7;8;10;8;4;9
71-11;6;10;7;8;9;10;6;2;6;4;4;9;8;10;6;12;6;7;9;7;11;7;8;3
72-9;10;8;8;7;9;3;3;10;8;7;6;6;6;10;6;11;12;5;7;5;8;8;5;4
73-9;7;8;9;4;8;4;7;8;9;8;7;2;5;7;8;7;7;5;10;10;3;8;7;8
74-7;3;7;7;10;3;6;6;9;10;9;5;6;8;7;7;5;5;9;4;5;7;9;9;5
75-10;7;6;9;9;12;5;2;8;8;4;12;7;6;4;12;5;8;8;9;9;6;7;4;8
76-8;9;7;10;5;9;11;5;7;11;7;4;12;8;9;9;9;4;7;5;7;8;11;3;11
77-4;7;11;11;2;11;7;3;4;9;6;4;8;11;3;4;8;6;6;8;10;11;9;8;3
78-9;8;7;5;6;9;7;8;8;3;6;7;6;6;9;4;5;9;6;10;7;12;10;8;3
79-2;7;10;5;9;5;7;5;7;12;8;9;9;5;3;6;9;6;10;9;11;8;3;9;12
80-11;7;3;4;4;3;8;6;8;12;11;4;9;8;3;8;5;4;3;4;6;11;11;3;8
81-8;9;6;2;9;3;8;9;3;6;3;8;7;7;9;9;6;3;4;9;9;9;11;9;8
82-11;9;10;9;7;10;9;6;8;10;8;9;8;3;2;11;6;5;9;7;10;8;10;10;10
83-9;5;9;6;3;7;4;11;4;7;8;7;4;10;3;8;4;5;8;4;6;5;5;9;8
84-6;10;8;7;7;9;9;9;8;4;8;10;7;9;7;4;5;5;10;8;7;6;4;11;10
85-8;6;8;11;9;8;4;5;2;6;7;3;10;9;7;5;5;8;6;7;8;8;2;7;5
86-9;7;4;7;10;3;8;11;8;9;9;8;12;7;10;9;11;7;7;7;5;6;8;2;5
87-5;5;6;9;7;6;6;9;11;9;5;7;11;5;5;8;7;9;4;11;3;4;6;5;5
88-8;10;7;4;10;7;6;8;10;11;9;7;8;4;8;9;4;11;5;8;7;6;3;9;4
89-7;4;8;11;5;7;9;8;10;5;4;5;7;6;6;7;8;4;7;9;7;8;3;10;8
90-4;7;10;9;4;4;3;10;5;7;3;4;7;8;10;7;8;2;8;10;8;5;6;7;8
91-8;6;8;6;8;7;2;7;7;4;8;5;12;5;5;8;8;3;6;6;9;7;7;9;8
92-6;5;5;7;7;5;5;10;5;3;10;7;6;5;10;6;2;6;8;4;9;7;9;11;5
93-7;12;8;6;10;7;7;11;11;7;3;6;10;5;4;6;7;8;12;11;4;5;12;10;12
94-10;7;8;9;9;3;5;2;6;7;7;7;4;3;7;4;7;7;11;6;3;5;5;6;6
95-5;7;8;4;11;4;2;8;3;6;7;10;7;8;8;3;9;4;2;7;9;7;7;4;5
96-8;7;11;9;6;10;4;3;8;3;5;7;7;11;7;4;9;5;10;10;5;4;11;8;10
97-4;5;6;5;6;3;7;8;5;8;3;8;9;7;6;9;7;8;6;9;10;7;9;10;8
98-5;5;5;11;10;4;11;7;6;9;3;11;3;7;7;9;9;7;9;8;9;7;7;10;9
99-8;5;4;8;4;7;3;6;7;8;9;6;4;7;10;9;8;11;5;5;9;5;7;4;8
100-10;7;9;7;5;4;11;6;7;9;7;9;6;7;5;5;4;10;9;9;12;6;9;2;9
101-11;7;5;8;6;8;8;7;10;6;9;9;5;4;4;2;9;9;6;11;11;8;12;3;6
102-9;2;3;6;3;7;6;5;11;9;9;8;11;10;4;4;9;6;3;11;6;6;12;8;6
103-7;2;10;10;5;6;5;7;7;9;3;3;10;6;9;9;10;2;8;8;7;7;10;9;4
104-6;6;7;10;4;6;12;7;7;5;11;8;6;9;8;6;3;7;8;5;4;7;9;3;7
105-5;6;11;7;7;7;11;7;8;4;11;4;8;8;11;5;10;9;12;6;6;6;2;8;8
106-6;12;8;8;7;5;5;3;7;6;4;7;8;9;12;7;5;8;3;12;5;3;9;7;6
107-9;10;9;7;5;4;6;8;3;4;10;7;10;6;10;5;11;7;11;8;5;9;6;7;10
108-4;8;9;9;5;5;10;2;6;6;9;4;10;11;5;6;3;8;4;10;10;8;6;4;5
109-6;5;8;4;10;9;6;10;9;10;9;10;8;5;5;5;8;9;10;7;8;10;7;6;5
110-5;7;8;9;5;4;3;7;6;6;4;4;4;7;7;9;5;6;12;7;7;5;7;10;11
111-3;8;7;7;4;6;10;7;3;11;6;9;6;8;10;10;6;5;7;4;9;12;6;4;11
112-7;6;6;9;12;7;4;8;8;9;7;4;8;3;5;7;6;3;6;8;8;12;10;10;9
113-12;8;2;5;10;6;9;9;4;6;6;11;2;8;7;6;8;7;5;6;8;7;3;4;6
114-7;10;4;6;2;3;6;5;7;4;6;9;12;10;8;3;7;3;10;6;9;9;5;12;10
115-9;8;6;11;5;7;8;10;5;8;7;6;4;5;7;6;7;5;3;7;7;6;3;7;11
116-2;8;3;6;7;5;7;5;3;5;5;7;9;8;3;6;7;6;6;6;7;6;11;9;3
117-8;9;6;8;10;6;9;8;4;9;9;11;6;5;8;7;11;8;5;11;12;6;4;4;7
118-10;12;3;5;6;8;6;8;9;5;7;6;6;8;8;4;5;6;9;7;5;4;8;6;5
119-7;8;7;10;5;9;7;6;8;7;9;4;8;9;9;4;10;4;7;6;2;12;5;12;10
120-11;12;7;9;7;10;9;9;4;9;4;8;5;9;2;6;7;9;4;6;6;4;10;8;5
121-7;7;3;5;8;6;8;6;9;7;9;7;3;6;6;7;7;7;4;8;6;10;3;9;6
122-8;11;10;6;6;7;5;5;5;9;3;5;12;9;5;9;4;8;4;10;7;4;7;5;5
123-7;12;6;10;4;9;8;10;5;10;9;10;10;6;10;8;3;9;7;10;8;10;8;8;3
124-5;6;4;11;8;4;9;5;8;10;7;6;6;6;7;5;8;4;9;4;6;6;5;10;6
125-4;5;6;7;7;11;11;5;7;10;2;8;5;7;6;5;6;6;10;5;8;6;5;8;10
126-2;8;3;10;6;7;6;9;5;3;7;10;8;8;5;7;7;4;7;5;11;11;7;7;6
127-5;8;3;6;7;10;10;7;7;6;6;6;5;9;8;8;9;8;6;6;6;5;5;9;2
128-9;6;8;8;10;8;8;5;4;10;7;8;5;9;10;3;7;8;2;8;4;7;9;10;4
129-5;10;5;3;8;3;10;10;5;4;11;3;8;4;7;7;8;11;9;5;5;4;9;2;5
130-11;7;8;9;7;7;7;3;6;9;8;7;7;8;10;4;10;6;7;8;9;6;4;9;8
131-8;6;10;9;10;5;8;7;11;8;2;6;7;8;5;5;8;6;6;6;9;5;5;8;6
132-6;8;6;10;8;6;7;5;6;2;7;11;7;4;8;5;7;4;9;4;6;4;7;8;6
133-8;6;4;5;4;10;9;9;8;6;7;8;5;7;10;9;10;9;7;7;4;6;6;7;9
134-5;11;5;5;7;11;10;10;6;4;8;2;8;3;7;10;6;6;3;3;10;8;9;9;5
135-10;7;8;9;8;4;6;11;12;7;8;10;5;2;8;3;8;8;8;7;7;6;8;4;11
136-4;7;6;2;7;4;5;5;2;6;3;4;10;4;10;10;7;5;4;5;4;12;8;11;2
137-7;11;7;7;8;7;6;8;6;8;4;8;9;9;10;9;5;5;6;12;8;6;9;5;5
138-8;4;4;8;11;7;8;11;6;5;7;6;4;11;9;11;8;9;11;11;7;5;8;7;4
139-7;8;7;5;12;6;10;10;8;8;11;4;10;6;7;2;3;7;9;5;10;9;7;8;6
140-4;10;10;12;9;9;8;10;8;10;6;5;8;3;7;4;8;6;11;9;10;8;5;4;6
141-7;4;8;3;5;5;9;11;9;7;8;11;5;11;5;5;10;9;9;6;6;12;9;12;7
142-4;6;10;9;8;8;5;2;9;7;6;8;4;5;8;7;6;2;5;7;8;7;8;3;7
143-10;5;5;5;8;6;2;8;8;7;8;9;6;10;6;7;2;9;10;11;7;8;8;7;11
144-6;6;6;10;7;7;4;8;12;5;9;8;8;6;7;6;7;4;5;9;11;10;11;7;8
145-6;7;6;8;6;8;7;10;7;11;11;10;3;6;5;6;7;6;4;3;7;3;6;8;7
146-6;7;5;4;6;3;10;4;7;7;6;7;5;7;8;6;9;9;8;6;9;5;7;9;3
147-7;4;10;5;2;6;9;9;7;6;8;7;6;2;9;6;11;4;7;4;4;12;9;7;6
148-12;11;4;4;8;7;6;6;4;3;2;7;7;8;4;8;9;4;9;12;8;6;6;12;4
149-7;10;8;8;6;8;5;5;4;8;11;8;7;9;6;9;7;5;4;3;9;7;6;7;3
150-7;9;4;6;11;6;9;2;9;3;8;8;4;4;7;5;8;7;8;5;9;8;4;9;9
151-11;4;7;3;10;9;9;6;7;9;9;6;9;6;7;11;8;9;9;8;11;4;3;11;10
152-12;3;2;7;4;10;9;6;3;6;7;6;7;7;5;11;5;3;10;8;2;7;10;7;9
153-6;4;10;8;7;5;5;6;6;5;7;11;12;9;9;5;7;7;9;11;7;10;8;8;7
154-7;12;7;5;11;8;4;5;6;10;8;3;10;10;7;11;9;9;9;7;4;9;9;5;7
155-8;6;10;12;5;6;7;6;3;7;5;6;7;7;9;7;6;3;5;4;10;4;6;8;10
156-6;11;5;8;7;6;6;4;4;6;6;7;8;8;7;9;10;8;7;7;11;7;6;4;6
157-4;5;4;3;5;5;7;7;7;4;6;4;7;7;6;6;7;10;9;5;7;4;5;8;8
158-12;4;7;6;9;10;5;2;5;7;8;7;9;6;7;6;9;12;5;3;3;6;7;3;8
159-6;7;4;10;6;7;6;9;7;7;5;7;9;4;3;11;6;9;9;11;6;7;3;4;9
160-4;8;10;11;9;6;7;6;11;10;8;11;6;11;9;6;10;4;5;6;9;7;5;4;7
161-7;4;3;11;8;9;4;6;8;8;3;8;6;11;5;10;10;7;8;6;7;7;3;7;10
162-10;5;7;8;8;3;6;8;9;11;5;9;10;9;6;10;5;9;7;10;9;6;7;6;8
163-10;11;6;10;12;8;6;8;4;9;9;8;5;4;5;10;4;3;6;11;12;12;10;9;9
164-9;9;7;6;10;8;7;6;9;3;5;6;9;7;7;8;8;9;5;5;7;7;4;10;9
165-10;10;5;8;6;5;7;6;5;4;4;9;9;7;3;11;5;8;3;7;5;7;4;6;6
166-4;9;3;7;8;7;3;4;6;6;7;8;9;5;5;9;10;10;7;6;5;4;7;3;3
167-8;4;8;10;6;9;5;11;6;10;10;8;6;10;5;5;3;7;5;7;9;2;3;9;6
168-8;2;8;4;7;6;6;7;2;8;4;7;5;4;10;6;8;4;7;6;10;7;9;9;10
169-2;11;5;7;2;3;6;6;6;6;8;5;6;5;8;8;5;7;12;8;8;6;5;8;4
170-11;7;8;4;5;9;12;10;8;5;8;10;7;5;7;4;2;8;6;9;6;3;5;2;2
171-5;8;7;10;8;7;4;6;9;3;5;6;7;10;7;5;9;9;6;6;4;7;6;10;6
172-8;9;6;5;4;5;10;11;6;10;5;11;9;6;6;8;7;4;10;8;11;11;4;5;5
173-5;4;9;9;3;9;11;5;6;8;8;6;11;3;6;6;8;9;6;8;8;10;6;12;6
174-10;4;8;8;7;5;6;8;4;9;4;9;10;7;6;10;5;7;11;7;11;6;9;9;8
175-8;6;8;10;3;5;6;4;12;5;4;6;9;10;5;6;6;11;8;8;5;6;9;9;8
176-9;10;10;6;8;11;7;10;12;8;5;5;5;7;3;10;7;7;10;8;3;8;8;8;7
177-7;7;3;6;6;4;5;7;10;8;3;11;10;9;5;8;4;10;7;7;8;6;6;8;5
178-10;7;6;5;5;12;5;7;4;4;7;4;10;5;6;7;7;7;5;6;5;8;5;7;10
179-6;4;8;11;5;6;7;7;5;6;7;8;7;7;11;11;3;12;7;11;6;8;7;11;7
180-7;12;4;11;9;7;7;8;9;9;7;4;7;4;7;8;4;3;11;12;8;5;8;11;9
181-10;8;4;10;8;6;11;12;5;7;10;4;6;10;9;7;8;8;7;9;5;3;9;7;2
182-3;7;8;11;6;10;9;2;11;6;3;6;11;9;8;8;8;4;11;9;6;7;5;10;9
183-4;8;9;8;6;6;5;6;4;9;10;9;10;7;8;9;7;9;7;6;8;6;3;9;8
184-6;11;8;8;5;10;10;5;8;7;7;7;9;3;8;6;7;12;6;9;6;5;4;10;4
185-8;5;10;8;5;4;8;8;10;10;3;6;11;8;8;6;5;3;9;6;6;9;3;9;2
186-5;6;7;8;10;6;7;10;8;7;4;8;5;4;8;7;6;5;7;2;7;6;7;4;6
187-7;9;12;12;10;8;8;6;4;5;6;3;9;9;3;7;7;7;8;5;5;8;11;6;5
188-9;6;9;5;7;10;7;8;9;10;6;9;8;5;10;4;6;7;12;11;6;9;6;2;10
189-5;6;5;11;5;6;5;4;8;4;10;9;6;6;4;4;3;11;9;3;5;10;11;7;6
190-6;4;7;10;6;4;11;7;8;4;5;6;11;5;5;6;6;7;6;7;6;5;8;5;4
191-3;3;6;4;10;9;11;2;4;6;9;6;2;6;5;7;7;8;9;5;3;6;10;4;10
192-4;3;10;12;5;3;9;7;9;12;4;7;12;11;9;10;8;4;3;4;8;7;2;7;8
193-7;10;11;7;11;7;10;11;8;11;8;9;11;7;5;4;6;5;3;7;8;5;5;10;6
194-11;6;10;7;6;2;4;6;7;12;3;7;6;7;9;6;11;8;5;7;4;7;8;6;7
195-6;10;2;7;11;7;4;9;7;10;7;4;12;7;7;7;7;6;9;8;10;8;4;7;10
196-5;5;10;10;4;5;4;6;4;4;8;4;7;7;7;4;4;6;6;8;9;9;3;9;5
197-6;10;5;9;9;9;7;9;9;9;7;4;8;10;5;6;3;5;11;6;11;7;7;2;9
198-9;5;8;3;7;6;7;9;11;5;11;8;7;9;7;9;5;8;7;5;10;10;5;12;7
199-5;7;10;6;2;10;4;3;7;7;8;10;4;8;8;7;9;8;12;7;6;9;8;11;3
200-10;7;9;7;8;7;6;4;10;9;7;2;6;9;7;7;7;9;5;9;6;3;6;7;6
201-3;11;6;6;2;8;10;6;6;6;10;7;10;4;7;7;10;5;6;6;10;7;7;12;3
202-11;6;6;4;7;4;7;2;10;11;6;11;7;10;2;7;7;5;5;3;7;3;11;6;10
203-7;11;7;7;7;10;4;10;8;4;8;3;4;5;11;5;6;9;8;7;2;6;7;4;11
204-3;9;10;9;7;12;8;8;6;3;3;6;8;8;7;7;9;3;9;5;11;9;10;5;8
205-5;8;10;3;5;6;9;8;10;10;6;8;5;7;10;9;10;5;4;11;7;6;7;6;11
206-10;6;7;5;4;11;4;10;5;7;5;3;8;7;9;8;4;3;8;3;4;10;9;7;11
207-6;8;6;7;3;9;5;6;6;11;6;9;4;11;7;4;11;5;7;6;8;10;8;10;8
208-6;7;2;5;10;11;5;5;3;7;10;8;2;10;7;6;6;10;8;7;2;8;4;11;6
209-12;6;5;3;7;5;2;6;9;9;6;8;9;6;9;12;8;6;3;3;8;9;10;11;4
210-9;10;9;4;7;9;3;7;9;7;8;10;6;9;4;12;7;10;8;4;5;6;6;8;6
211-7;7;11;7;8;4;4;4;10;10;5;6;6;3;6;7;6;9;5;3;9;6;10;8;10
212-10;7;5;7;4;7;8;2;10;9;5;7;8;2;7;7;5;3;6;5;9;3;8;4;8
213-7;8;10;8;9;11;5;8;3;11;12;7;10;9;4;6;4;7;12;4;2;6;9;7;4
214-6;9;6;6;6;6;4;7;11;4;5;6;10;8;5;5;7;4;4;3;4;3;6;11;7
215-5;3;6;9;7;4;7;5;8;5;10;8;6;7;7;9;11;10;5;7;11;8;9;5;8
216-7;5;9;7;9;7;5;7;6;10;3;8;6;5;6;6;10;7;11;4;12;8;4;5;8
217-5;4;7;7;6;5;7;11;5;10;8;8;12;6;8;10;11;4;6;4;9;8;4;5;12
218-10;10;5;6;6;12;10;8;9;7;8;6;8;6;11;11;11;10;7;12;10;4;6;5;6
219-10;7;5;8;9;9;11;7;10;4;10;8;6;3;4;5;7;10;9;4;6;4;3;5;4
220-9;5;5;9;5;6;9;4;6;12;9;5;6;12;8;5;5;8;10;3;3;7;7;8;9
221-8;6;11;10;11;6;10;8;5;11;6;9;10;6;4;8;7;5;7;3;4;8;6;3;3
222-9;6;3;7;8;8;6;4;9;5;8;5;6;11;5;3;6;11;5;10;6;5;7;5;7
223-6;5;7;8;9;6;8;9;5;10;5;6;8;10;10;7;10;7;7;12;9;6;9;11;7
224-10;4;6;7;11;8;9;3;4;7;9;7;6;3;8;7;9;6;11;3;4;8;10;9;3
225-9;5;9;7;9;10;5;7;9;9;10;8;7;7;3;9;6;6;11;7;10;8;7;5;6
226-8;3;7;7;8;7;10;2;8;11;8;4;11;10;10;10;3;4;6;9;3;4;4;6;10
227-6;9;7;7;6;9;2;8;6;7;9;6;3;12;5;7;10;7;9;11;5;7;7;10;8
228-10;8;8;7;4;8;7;9;8;3;2;5;11;7;8;9;6;10;8;8;3;10;2;4;10
229-2;9;3;9;7;10;9;5;9;11;4;8;8;7;7;7;8;9;7;11;10;8;8;2;6
230-8;6;5;8;6;3;3;4;10;9;4;8;11;3;8;5;7;3;6;12;9;4;11;8;10
231-8;5;5;6;4;12;7;3;2;8;10;11;8;9;7;7;8;4;4;8;12;7;6;10;8
232-8;7;4;6;7;4;5;5;3;6;3;5;7;4;8;8;6;8;8;5;4;2;8;9;5
233-8;4;7;6;6;6;9;3;7;8;7;9;9;3;7;9;3;5;7;8;11;6;9;6;11
234-9;9;6;9;6;5;8;5;7;6;9;8;6;11;8;8;7;7;11;8;5;5;7;10;6
235-10;5;7;10;7;7;9;8;12;11;10;6;7;10;4;9;11;8;4;4;7;8;9;5;4
236-6;6;3;7;8;8;6;8;9;7;9;2;7;7;5;10;8;4;8;4;5;7;7;6;12
237-5;10;7;4;4;9;6;6;8;12;6;6;6;8;3;11;8;10;6;11;11;7;4;7;2
238-5;11;9;7;3;3;8;5;11;7;9;7;11;9;6;7;11;7;4;6;9;8;6;9;3
239-4;4;3;5;4;8;11;4;7;5;7;4;6;9;12;10;8;11;9;9;5;9;8;5;4
240-6;7;5;5;7;7;10;3;4;8;9;9;8;11;10;5;7;5;9;11;10;4;10;6;3
241-8;6;9;6;3;7;2;11;7;2;4;9;3;5;7;6;10;9;10;9;8;6;6;2;8
242-5;9;9;5;8;6;7;4;5;5;3;8;10;7;8;7;7;9;6;7;10;7;8;6;8
243-3;5;10;9;6;4;5;5;6;10;6;8;9;7;8;7;4;8;8;5;9;9;3;6;10
244-5;7;10;2;3;9;6;8;3;6;6;10;6;4;7;10;7;9;6;8;6;9;5;8;6
245-8;5;11;9;10;10;6;6;5;7;6;5;4;9;8;12;7;10;7;6;9;8;8;7;7
246-8;6;5;11;10;11;9;7;7;8;5;7;9;11;12;6;4;5;6;3;4;8;8;12;6
247-6;5;5;6;5;10;7;7;8;8;8;6;8;8;11;11;4;5;11;5;9;5;8;8;12
248-6;10;6;5;9;4;3;7;6;7;5;11;7;8;6;10;4;7;5;7;6;4;6;5;6
249-4;7;7;12;5;5;6;7;11;4;8;4;7;6;10;10;4;6;4;5;6;3;6;9;11
250-11;9;6;6;9;7;8;9;6;7;5;9;11;7;4;11;7;3;10;9;9;3;5;5;4
251-7;10;2;4;10;7;11;7;11;7;6;10;8;11;7;5;8;4;7;12;5;8;4;9;7
252-10;4;6;5;10;5;10;9;9;8;6;3;5;5;3;6;6;10;6;5;8;10;11;4;7
253-5;9;6;11;7;8;7;7;6;7;4;8;8;4;6;4;11;5;7;6;8;6;3;8;6
254-10;5;3;8;7;6;5;6;6;12;9;5;6;7;9;8;6;11;4;12;4;9;3;8;9
255-10;7;10;8;6;6;5;10;5;3;4;7;9;2;5;5;12;8;5;7;5;9;3;11;8
256-9;2;7;10;6;4;7;6;5;5;5;9;7;8;12;6;5;4;6;9;10;3;5;5;8
257-8;7;4;7;8;7;4;10;12;9;8;9;5;4;8;4;2;9;10;5;4;3;6;2;9
258-7;3;7;7;7;4;10;7;9;7;7;10;9;9;4;11;10;10;4;8;9;5;9;3;6
259-3;9;7;8;4;7;10;8;8;9;10;8;9;7;9;10;8;6;9;9;10;9;4;8;9
260-4;8;4;7;9;8;5;8;5;6;7;12;7;6;7;4;5;9;8;4;7;4;3;8;3
261-8;3;11;12;12;10;6;12;11;6;8;3;5;6;9;10;9;8;9;3;6;8;11;4;4
262-7;5;9;10;11;5;7;9;5;10;3;9;8;3;9;5;5;11;7;7;8;5;4;9;5
263-9;8;8;4;4;4;5;8;3;7;5;11;8;6;6;3;7;6;5;10;4;7;8;7;11
264-9;2;5;7;9;5;5;7;10;7;7;3;7;9;8;4;8;10;8;10;12;3;3;6;4
265-6;5;5;5;8;3;11;9;9;9;9;7;4;2;7;4;5;8;8;12;4;9;4;7;8
266-4;3;7;4;10;6;5;6;8;4;7;7;7;9;7;8;7;7;7;8;9;9;6;3;3
267-4;9;8;4;5;2;4;8;9;7;6;9;5;9;3;9;10;7;4;3;5;7;7;7;4
268-5;5;8;6;11;11;7;7;9;6;6;10;9;7;7;11;8;9;6;8;5;7;6;5;5
269-7;8;5;9;8;7;8;6;4;6;8;5;7;9;3;6;10;11;6;6;10;4;4;5;9
